TweetID;Label;tweet
49848004357799936;2b;ERROR
49882010486964224;4;ChartDiva Nice looking BIDU chart looking at some quick options on them though just shorted overall market
49884279840321536;4;bidu going here 
49891974223896576;4;ERROR
49909634055671808;2a;March Stock Mania Ford topples Apple   BIDU  
49914218031484928;4;BIDU rolling over pretty good
49916896098787329;2b;i do not believe bidu bounce yet watch out
49921280975183873;2b;Trades today  FSLR 40 BIDU 30 APC 60 and APA 25
49925066082881536;0;BIDU trade 15min  stopped out 
49948523025809410;2a;Investors Corner Use Checklist For Cup With Handle   BIDU  
49954705069178880;4;Stock scanrising WY DISH WMB DVN COF BIDU BHI NOV UNH ISRG HOLX COP ERTS CVX PFE CAT FLIR LMT EMC
49963866100207616;4;Some ADRs Baking Something Special In The Oven   BIDU  
50013837910482944;4;BIDU Coiled tighter than a rattle snake I am a buyer
50035563964792832;2b;ERROR
50042068072009728;4;Levels FDX 90 AMT 47 WYNN 121 CAT for failure short to make new high BIDU overat 125 VMW 80 SINA 9325 RCL 4450  4050
50066094844678144;4;ERROR
50138051258753024;4;RT Alleyinsider Chinese Internet Stocks Rise As Government Blocks Google GOOG NTES SINA SOHU BIDU by Pegobry 
50175385673015296;2b;How to Trade on Googles China Problem GOOG BIDU SINA   BIDU  
50177946278834176;2a;Mad Money Lightning Round OT Cramer Likes BAS DANG BIDU SWC BAS GLD   BIDU  
50180249664749568;4;Morgan Stanleys Focus Growth Fund A Brief Analysis AAPL AMZN BAM BIDU BUD CRM EBAY EDEN EXPD
50181902954545153;4;RT SeekingAlpha  Morgan Stanleys Focus Growth Fund A Brief Analysis AAPL AMZN BAM BIDU BUD CRM 
50185642226876417;2a;Recap of posted  Charts NFLX FSLR SSRI BIDU AMZN
50187378924597248;2b;watching pran wag ccj bidu good luck everyone
50189060316209152;2a;BIDU was that a flash dash or is that  bad tick
50189595580710912;4;Leaders up nicely so far this morning  AAPL CMG NFLX BIDU ISRG etc
50199997903421441;4;ERROR
50200395494080512;2b;bidu potential cup and handle 1 min timeframe
50201599594864640;4;Baiducom BIDU Could Break Through 12661 Resistance Level   BIDU  
50201601251610624;2a;Tech Stocks Mostly Higher Apple Inc GOOG BIDU REDF   BIDU  
50202434550775809;4;BIDU on the move
50203031601545216;4;short BIDU 12532 stop 12691
50203149608288256;4;ERROR
50203896618033153;4;BIDU adding a few 1254
50204724556857344;4;bidu out 12 70
50206983072129027;4;Just a few leaders on the move so far today AAPL BIDU NFLX  
50220543655419904;4;Bought some BIDU with 2 stop
50227376398929920;2a;Google Unfair Discount Versus eBay Says Deutsche  Tech Trader Daily  Barrons GOOG EBAY AMZN YHOO MSFT BIDU 
50229030947000320;4;RT Aztecs99 BIDU is just getting ready to blow higher  into apr 125 calls here
50229450062823425;2b;ERROR
50229884785659904;4;ERROR
50230414081658880;4;BIDU just about closing gap from 21811
50242044429475841;4;BIDU nice trendline bo tweeted yesterday
50244597414236160;4;BIDU one of the few leaders other than NFLX  AAPL continuing to move well on solid volume  Nice    
50244600002134016;0;Im seeing a lot of bad wicksticks flash crashsdashs in stocks today AAPL BIDU WAG NKE
50245626138595328;4;I like it 127fib RT Icojones BIDU target 136 by Apr 24th
50248440130707456;0;out rest of bidu 63 no trust in mrkets
50249993512157184;4;ERROR
50252243441688576;0;ERROR
50252746602983424;2a;US Stocks Stay Modestly Lower In Subdued Trade   BIDU  
50255819228463104;4;Stocks Making New High Of Day In Solid Chart Patterns Right Now BIDU MELI SINA FCX MCP EOG ESRX AXP To Name A Few
50257619117547520;4;ERROR
50257843760267264;2a;ERROR
50265526273974272;4;Baiducom Bounces Despite Losing Its Deal With Dangdangcom   BIDU  
50272258031222784;2b;Music  Charts updates BIDU 125 breakout proves a mover but could not break the upper trendline so far 
50279247243251712;2b;BIDU hanging tough wants to breakout  Once this market finishes correcting let her rip
50280664150458368;4;ERROR
50280732089786368;4;ERROR
50281006971883520;4;ERROR
50282146526531584;4;The best stocks today are all the ones everyone hates because of high multiplelol  BIDU NFLX MCP etc Buy When The Bombs FlyBwaaa
50283167818592256;4;Meanwhile featured pick BIDU just continuing to motor higher one of the few bright spots in todays sleepwalking market  
50284902779846656;4;There were some disappointments APKT RVBD ADTN yet one does not need to squint to find encouragementNFLX BIDU PCLN MCP OPEN CERN
50315403456561152;4;BIDU RMI indicator green shows outperformance vs SPX Found support at its November highs on this recent pullback 
50315630364196864;4;AAPL is not doing as strongly as other tech stocks like BIDU  wonder if this has to do with the current supply chain worries Leducviolet
50318293269098496;2b;ERROR
50318580943831040;4;ERROR
50330130727452672;2a;DUBSTRADER why have you not been long BIDU
50333547130654721;4;DUBSTRADER yeah I went long at 73 sold at 99 wdip then bought back at 105long ever since  good  big time BIDU
50334713180717056;4;Dubstrader Jimcramer is oblivious a lot of tech leaders are holding up well with the correction IMHO BIDU SINA ARUN AAPL etc
50336718842372096;4;ERROR
50381702706626560;4;ERROR
50543016276008960;4;Stocks with RS line in new highs before price  BRNC ARBA SD LUFK BIDU CLR DNR NATI CYMI DHR
50558825765412864;2b;indices go up apkt ffiv  destroyed indices going down open breaking out bidu flying indecisive much
50563596048007168;2a;AOL UBS Says Buy Ad CPMs Looking Strong  Tech Trader Daily  Barrons AOL GOOG MSFT YHOO BIDU AAPL 
50580030694236160;2b;new high BIDU  long AMZN  on reverse  1615  FSLR struggling at 149
50581090531946496;4;High Beta Stocks Just Flying In A Slightly Down Market BIDU NFLX WLT SLW JNPR and now even the QQQ New High Of Day
50581571505356800;4;ERROR
50583888237559808;2a;roger BGC Mar23 103817 AM BIDU movingLRCX SBUX GILD and FFIV coming off a short term oversold read leading the way
50592996013506560;4;Moving well SLW BIDU FCX TZOO and APC At least of those on my watch list
50598275111329792;2b;Tempting to buy names like BIDU SINA OPEN NFLX but remember technical picture of stock indices not very good
50611097794904064;4;ERROR
50613274345078784;4;ERROR
50618017637343232;4;Lasertrader hey laserhad an abnormal good day todayeverythings running awesome INP USO BIDU BRNC and even short LEAhow are y
50621398372196353;4;whats on my list glad you asked todays winners include bidubtucub eebvrxvrustsuirm   a wide swath of names
50623438360018944;4;GMCR BIDU TZOO hitting 52 week highs today
50628362636492801;4;ERROR
50628564571275265;4;New High Of Day Stocks X SINA JOYG CTXS BIDU FCX PKX GOLD PCLN etc IWM and QQQ Stronger Than SPY
50628583500156928;2b;BIDU sick
50629356292288512;4;ERROR
50629400806428672;4;IBD 50s BIDU jumps near high as it pushes into mobile software Perhaps an operating system rival to GOOG Android 
50629477167935488;0;ERROR
50629537180033024;4;BIDU Mar week 4 140 call gains 1300 today
50629750640742400;0;HedgefundPLAY  I agree BIDU has major resistance at 135
50629950939738112;4;RT HedgefundPLAY BIDU will short at 135 major resistance Its All Time Highs No Such Thing As Major Resistance Its Never Been Here
50630485646393344;2b;bidu crazy today
50630519590883328;4;ERROR
50630954213060608;4;ERROR
50631031069483010;4;BIDU extremely impressive action
50631245574569984;2b;ERROR
50631995008618496;4;ERROR
50632398240624640;4;If I were to go long today Iwouldlook at SINA and BIDU Charts look great Big China names have been doing well
50632890156986368;4;BIDU FFIV SBUX have 45 degree angle charts today intraday
50634291356512256;0;ERROR
50634724821049344;4;ERROR
50636424998944768;4;RT HCPG find it bizarre how much BIDU is outperforming its peers  Very impressive today
50636441377701888;2b;Trending123 you can read my twit i put money were my mouth is There is no buyer of BIDU at this level Its short covering today
50636836950900736;2b;Trending123 I love BIDU but I believe trade in BIDU is over at 135 levelmost overbought stock There r more seller then buyer
50637284491538432;4;BIDU new high today 13397
50637499214741504;0;HedgefundPLAY It Very Well Could Be Over For BIDU At 135 But Not Because Of Major Resistance Stocks At All Time Highs Dont Have None
50637743700709377;4;Thank you computers for pumping up BIDU today
50637858242957313;2a;HedgefundPLAY Only After The First Pullback And Possibly Super High Volume At The Highs Can Resistance Even Be Gauged In A Chart BIDU
50637861086699520;4;US Indexes Rise Baidu Breaks Out   BIDU  
50638479851388930;0;RT HedgefundPLAY Trending123 BIDU can reverse at 134 levelYes It Could But Not Because Anyone Can Predict It In A Chart Before Hand
50639177934585856;4;RT StkConfidential Lots of leaders continuing to move BIDU NFLX SINA SOHU CLF PNRA LULU WYNN BWLD PCLN JNPR OPEN
50639275661860864;2b;ERROR
50639502376566784;4;congrats to bidu sina mee longs well done
50639657125416960;4;ERROR
50639974311276544;4;Trending123 I was waiting for BIDU with my hand open at 113 level Missed it Damn Still waiting BIDU it is not short too
50640375177682944;2a;ERROR
50640696742387712;4;ERROR
50645654082551808;4;ERROR
50645710445617152;4;Ericjackson Pretty nice day for many China online stocks In addition to SINA SOHU NTES up Unstoppable BIDU at new alltime high
50646315071311873;4;ERROR
50646641119739904;2a;Time to put in a couple of short as a hedge for my longs FDX short term 85 BIDU short term 120
50647121828917248;2b;If the BIDU breakout fails tmrw and it falls back into the mid 120s I will reenter on the put spread side again
50647313013673984;2b;The BIDU Apr 100105 put spread was only 07 so I just closed it along with the call spread
50648345101873153;2b;32311  Nasdaq 05 SP 03  Trend  Down  Guidance Stocks attempt to perk up VIX heavy support at 50 day MA BIDU 4 today
50648544167739392;2a;ERROR
50648786103578624;0;Rogerjmason I like SINA bad recent quarter because spending too much money to grow But I like it BIDU  cheaper though
50649913473773569;2b;ERROR
50650802209046528;4;Wednesday Options Recap AA BAC BIDU EWJ MMM UTX XING
50652304801660928;4;Current holding BIDU 130 put March 25 NFLX 230 put April 16 F 14 call April 16
50655977149706240;4;Billionaire Ken Fishers Favorite Stock Picks AAUKYPK ABB AMAT AMOV APC BA BASFYPK BBD BHP BIDU
50660386327900160;4;Tlf82 Thanks so much Tommy BIDU broke out to alltime highs today on bigtime volume  Just a great chart   Was out most of day and
50661579917766657;4;bidu is a bull
50662802951634944;2a;Minyanvilles T3 Daily Recap Baidu Freeport Highlight Powerful Intraday Reversal   BIDU  
50665348231471104;4;Stocks Gain In Higher Trade Baidu EZCorp Break Out   BIDU  
50668343853715456;4;BIDU is now 1325 pre split price the trend is your friend
50668452385525760;4;Knew I should have bought BIDU Thought about it at 1200 Damn
50668611198656512;4;RT DeltaStrikejj BIDU is now 1325 pre split price the trend is your friend
50672925967257600;4;BIDU  Baidu Aim To Develop Software For Devices To Use Internet 
50680397880754176;4;ERROR
50681494175367168;2b;awesome day for BIDU nice kachingas  chart for APKT looks broken IMHO  Probably take another month to setup
50682319727636480;4;DeltaStrikejj I do not know why people freak out over expensive stocks they are generally the best performersleaders BIDU
50687190128267264;4;Trade BUY 7 BIDU 12775 Adding to BIDU position 
50689052416016384;4;Dubstrader do not think BIDU is going to come down manat least not with that volume
50690042821226498;4;Good day for BIDU  
50691526669512704;2a;Put Sellers Jump On Jaguar Mining as Stock Defies the Skeptics   BIDU  
50691686761889792;4;ERROR
50693914151235584;2a;ERROR
50693956463370240;2b;ERROR
50695780746530817;2a;ERROR
50697062525833219;4;ERROR
50730488826040320;2a;Upset I didnt buy more bidu and open earlier this week like I started to
50739015049166848;4;RT Niubi KaiserKuo congrats baidu now has larger market cap than tencent bidu 2x since you joined Coincidence
50745722412351488;4;Is Capital Slowly Moving Into Emerging Markets Again via StockTwits50 BIDU SINA EEM ARBA
50746212667764736;4;SOHU could follow BIDU and SINA 
50756544064786432;4;except tech stocks like BIDU NFLX PCLN they are just in their own beast mode world
50766243761893376;2b;I like the AMZN NFLX BIDU strength today but might be one day thing
50837232789098496;2a;Fools gold Why Youku is a sell   BIDU  
50865420093239296;0;Googles Shares Continue Their Retreat   BIDU  
50869642029318144;4;ERROR
50871830403227649;4;All I can say is NFLX marches to its own drum so unpredictable RT TheArmoTrader I like the AMZN NFLX BIDU strength today but might
50872491467481088;4;Baidu Inc Rose Past Resistance At The Highs   BIDU  
50883385635241984;4;ERROR
50886803015733249;2b;BIDU On a tear over the last month New 52 wk highs yesterday Looks good but needs a rest soon
50887417305116672;2b;RT WorstTraderEver BIDU  On a tear over the last month New 52 wk high yesterday Looks good but needs a rest soon
50889076022321152;4;WorstTraderEvers Blog 324 Watch List BIDU EOG FAX GOOG NFLX
50891813917163520;2a;ERROR
50894503757873152;4;Baidu to introduce antipiracy technology for books product  Reuters bidu
50896109102575616;2a;Rediffcom Has The Best Relative Performance In The Internet Software    BIDU  
50896434203074560;4;ERROR
50896602927337472;4;What Covestor managers are buying Baidu p6110 BIDU
50897268026511360;4;Tech is so dead Cramer OPEN and BIDU 52 week high MU RHT BBY gapping on earnings
50898466527920128;4;BIDU is roaring  reminds me of Google postipo
50900612585504768;4;Chinese internet stocks shine autos hurt   BIDU  
50900724133015553;4;ERROR
50902824736919552;2a;Not the happy camperTried to buy Bidu bidu on Friday at 120 Liked technicals bollinger bandsmissedStock up 13 in 3 daysAlso missed
50903288467570688;4;WSJ Baidu to take steps to prevent online sharing of pirated  BIDU 093 at 13381 premarket
50903403928358912;2a;Very humbled and honored to have one of my charts retweeted by Chartly BIDU  Many thanks 8
50912763295436801;4;RT TraderFlorida BIDU  Nice bounce this morning up 14 since Monday
50916203312586752;4;Lots of leaders up so far this am AAPL CMG PCLN WYNN SINA NFLX CAT BIDU SOHU  etc
50917999191928832;2b;Long SINA puts 580 I still love you Sina but we both know that you are going back to 90  BIDU GOOG DANG
50921234938077184;4;Baidu Soars on Mobile Operating System Rumor   BIDU  
50925500532666368;4;ERROR
50925662470537216;2b;time for BIDU to take a rest do I see a pull back
50925663607201792;4;When is bidu going to buy sina  cmvenRSSFeed
50928990403305472;4;ERROR
50934285418500096;4;ERROR
50934965596205057;2b;ERROR
50941502163128320;4;ERROR
50942413316964352;4;Call Holders Take Profits as Regions Financial Retreats   BIDU  
50942916448882688;0;BIDU sellers at 134 level Buyer fade Overbought Should switch to GOOG it is cheap
50943637806260225;2a;ERROR
50943747642499072;4;Trade BUY 1 BIDU CALLS APR11 125 925  
50947540962652160;0;BIDU getting electric shock at 134 level Waitingwaiting
50952237274509312;4;ERROR
50956893648203777;2b;BIDU trading at 1341 presplit
50958301109829632;4;With 23 St50 stocks up more than 5 for the week so far the best performers are ipgp sina vrx bidu
50959052301279232;2a;1nvestor I remember when I had BIDU at 100 presplit wish I would of held on
50962558902996992;2b;ERROR
50962848016379905;2a;Why Youku YOKU Is A Sell China Economic Review   BIDU  
50967169672019968;2a;Herbgreenberg HERB you gonna really slow china GDP herewhen r you covering BIDUHERB wanted posters already at beijing airportNO VISA
50972778228232192;2a;ERROR
50979749178257408;4;Bought puts on NFLX and on BIDU
50980400226512897;2a;ERROR
50981867519885312;4;ERROR
50985591516573696;4;ERROR
50989168234471424;2a;Tech gtgtgtgt AAPL at 058 GOOG at 040 BIDU at  025 QCOM at 045 
50992490639147008;0;ManijehM BIDU crushed me today  Thought maybe it would do the same as last two days straight up  AAPL is about to make up for it
51002438978772994;4;Louis Navelliers Favorite Stock Picks NTAP FFIV BRCM BIDU TCK CTSH CRM AZO CMI IBM INFY FDO
51003866644357120;4;RT SeekingAlpha Louis Navelliers Favorite Stock Picks AAPL ABC ACL AKAM AMZN AZO BCE BIDU BRC 
51007996624519168;4;BIDUPCLN short here buy buy to open puts for june BIDU 135 and for PCLN buy 400 put buy to open worth startrgy less risk huge reward
51013525644124161;4;Chinese Search Engine Baidu Mimics Googles Success   BIDU  
51013853810667521;4;ERROR
51020367338283009;4;ERROR
51050075002109952;4;Baidu to target book piracy   BIDU  
51050510660276224;4;BTU pulling back  lovin my BIDU licious
51051632930197504;2a;BIDU Crammer talks it up right when I go short  Figures LOL
51055596232904704;4;FCX BIDU and AMZN looking for continuation tomorrow      
51060121027084288;4;ERROR
51062558412652544;4;Lightning Round Baidu Accuride Seattle Genetics and More  ACW BIDU CBG CNH POT SGEN Agriculture
51062817813573632;4;Mad Money Lightning Round Baidu Shines   BIDU  
51068574239961088;4;ERROR
51090801312284673;4;ERROR
51095334172106752;4;watchlist stocks to BUY NFLX BIDU SBUX MSFTSHORTS BBYFutures markets BUY ZW CLShorts NG
51207532647170048;4;RT SeekingAlpha Cramers Lightning Round The Truck Bull Market Lives 32411 ACW BIDU CBG CNH P 
51220199319412736;4;RT SeekingAlpha  Cramers Lightning Round The Truck Bull Market Lives 32411 ACW BIDU CBG CNH P
51248227776868352;4;Other stocks w the same model  PCLN 272 NEM 91 CVX fairly valued VLO 34 GOOG 662 AAPL 316 BIDU 51 etc
51277503209291776;4;Leaders moving big so far this am  AAPL APKT BIDU SINA WYNN PCLN OPEN SRCL INFA ORCL FFIV and others 
51282718755004416;4;BIDU super games at 135 of course
51283533435645953;4;BIDU continuing higher
51283880673677312;4;ERROR
51284693395574786;4;RIG nice ride off the lows  CCJ RIMM strong BIDU explosion  nice find
51285068878053376;2b;I wonder how that short BIDU  135 resistance is working
51285320360140800;0;Baidu Chinese Authors Fail to Reach Agreement   BIDU  
51286657634275328;2a;ERROR
51287189052588032;2b;Careful with China stock extremes in March   BIDU  
51287811910926337;2b;GG SLW CCJ BIDU on watch
51290490527694848;2a;Dont know how I missed out on the recent moves in AAPL BIDU AKAM  Hate sitting on the bench
51292209013719040;4;BIDU  SINA   SOHU are proving all of the naysayers wrong  Chinese equivalents of GOOG  TWITTER  YHOO
51292438509273088;4;Lots of winners moving higher AAPL BIDU CMG SINA WYNN PCLN NFLX FFIV SODA PPO OPEN INFA CAT ORCL DECK LULU
51293356613046272;2a;ERROR
51294000988176385;4;ERROR
51295220528197632;4;ERROR
