TweetID	Label		
48768268198092800	0		
48768806289551360	0		
48769363980992513	4		
48770018032365568	0		
48772592395497472	4		
48788004805951488	2a		
48820615121080320	4		
49186210161246208	2b		
49186686898409472	2b		
49251607761797120	0		
49354735156854784	4		
49431499916845057	0		
49564976117063680	2b		
49603275221245952	4		
49605285249159168	4		
49635215437602816	2b		
49644807500480514	0		
49678726228746240	2b		
49682358642806784	4		
49738270359289859	2b		
49785314583126016	2a		
49836263137742848	4		
49836653161877504	2a		
49837718221504512	2b		
49837738723246080	4		
49838391801544704	4		
49848004357799936	2b		
49882010486964224	4		
49884279840321536	4		
49891974223896576	4		
49909634055671808	2a		
49914218031484928	4		
49916896098787329	2b		
49921280975183873	2b		
49925066082881536	0		
49948523025809410	2a		
49954705069178880	4		
49963866100207616	4		
50013837910482944	4		
50035563964792832	2b		
50042068072009728	4		
50066094844678144	4		
50138051258753024	4		
50175385673015296	2b		
50177946278834176	2a		
50180249664749568	4		
50181902954545153	4		
50185642226876417	2a		
50187378924597248	2b		
50189060316209152	2a		
50189595580710912	4		
50199997903421441	4		
50200395494080512	2b		
50201599594864640	4		
50201601251610624	2a		
50202434550775809	4		
50203031601545216	4		
50203149608288256	4		
50203896618033153	4		
50204724556857344	4		
50206983072129027	4		
50220543655419904	4		
50227376398929920	2a		
50229030947000320	4		
50229450062823425	2b		
50229884785659904	4		
50230414081658880	4		
50242044429475841	4		
50244597414236160	4		
50244600002134016	0		
50245626138595328	4		
50248440130707456	0		
50249993512157184	4		
50252243441688576	0		
50252746602983424	2a		
50255819228463104	4		
50257619117547520	4		
50257843760267264	2a		
50265526273974272	4		
50272258031222784	2b		
50279247243251712	2b		
50280664150458368	4		
50280732089786368	4		
50281006971883520	4		
50282146526531584	4		
50283167818592256	4		
50284902779846656	4		
50315403456561152	4		
50315630364196864	4		
50318293269098496	2b		
50318580943831040	4		
50330130727452672	2a		
50333547130654721	4		
50334713180717056	4		
50336718842372096	4		
50381702706626560	4		
50543016276008960	4		
50558825765412864	2b		
50563596048007168	2a		
50580030694236160	2b		
50581090531946496	4		
50581571505356800	4		
50583888237559808	2a		
50592996013506560	4		
50598275111329792	2b		
50611097794904064	4		
50613274345078784	4		
50618017637343232	4		
50621398372196353	4		
50623438360018944	4		
50628362636492801	4		
50628564571275265	4		
50628583500156928	2b		
50629356292288512	4		
50629400806428672	4		
50629477167935488	0		
50629537180033024	4		
50629750640742400	0		
50629950939738112	4		
50630485646393344	2b		
50630519590883328	4		
50630954213060608	4		
50631031069483010	4		
50631245574569984	2b		
50631995008618496	4		
50632398240624640	4		
50632890156986368	4		
50634291356512256	0		
50634724821049344	4		
50636424998944768	4		
50636441377701888	2b		
50636836950900736	2b		
50637284491538432	4		
50637499214741504	0		
50637743700709377	4		
50637858242957313	2a		
50637861086699520	4		
50638479851388930	0		
50639177934585856	4		
50639275661860864	2b		
50639502376566784	4		
50639657125416960	4		
50639974311276544	4		
50640375177682944	2a		
50640696742387712	4		
50645654082551808	4		
50645710445617152	4		
50646315071311873	4		
50646641119739904	2a		
50647121828917248	2b		
50647313013673984	2b		
50648345101873153	2b		
50648544167739392	2a		
50648786103578624	0		
50649913473773569	2b		
50650802209046528	4		
50652304801660928	4		
50655977149706240	4		
50660386327900160	4		
50661579917766657	4		
50662802951634944	2a		
50665348231471104	4		
50668343853715456	4		
50668452385525760	4		
50668611198656512	4		
50672925967257600	4		
50680397880754176	4		
50681494175367168	2b		
50682319727636480	4		
50687190128267264	4		
50689052416016384	4		
50690042821226498	4		
50691526669512704	2a		
50691686761889792	4		
50693914151235584	2a		
50693956463370240	2b		
50695780746530817	2a		
50697062525833219	4		
50730488826040320	2a		
50739015049166848	4		
50745722412351488	4		
50746212667764736	4		
50756544064786432	4		
50766243761893376	2b		
50837232789098496	2a		
50865420093239296	0		
50869642029318144	4		
50871830403227649	4		
50872491467481088	4		
50883385635241984	4		
50886803015733249	2b		
50887417305116672	2b		
50889076022321152	4		
50891813917163520	2a		
50894503757873152	4		
50896109102575616	2a		
50896434203074560	4		
50896602927337472	4		
50897268026511360	4		
50898466527920128	4		
50900612585504768	4		
50900724133015553	4		
50902824736919552	2a		
50903288467570688	4		
50903403928358912	2a		
50912763295436801	4		
50916203312586752	4		
50917999191928832	2b		
50921234938077184	4		
50925500532666368	4		
50925662470537216	2b		
50925663607201792	4		
50928990403305472	4		
50934285418500096	4		
50934965596205057	2b		
50941502163128320	4		
50942413316964352	4		
50942916448882688	0		
50943637806260225	2a		
50943747642499072	4		
50947540962652160	0		
50952237274509312	4		
50956893648203777	2b		
50958301109829632	4		
50959052301279232	2a		
50962558902996992	2b		
50962848016379905	2a		
50967169672019968	2a		
50972778228232192	2a		
50979749178257408	4		
50980400226512897	2a		
50981867519885312	4		
50985591516573696	4		
50989168234471424	2a		
50992490639147008	0		
51002438978772994	4		
51003866644357120	4		
51007996624519168	4		
51013525644124161	4		
51013853810667521	4		
51020367338283009	4		
51050075002109952	4		
51050510660276224	4		
51051632930197504	2a		
51055596232904704	4		
51060121027084288	4		
51062558412652544	4		
51062817813573632	4		
51068574239961088	4		
51090801312284673	4		
51095334172106752	4		
51207532647170048	4		
51220199319412736	4		
51248227776868352	4		
51277503209291776	4		
51282718755004416	4		
51283533435645953	4		
51283880673677312	4		
51284693395574786	4		
51285068878053376	2b		
51285320360140800	0		
51286657634275328	2a		
51287189052588032	2b		
51287811910926337	2b		
51290490527694848	2a		
51292209013719040	4		
51292438509273088	4		
51293356613046272	2a		
51294000988176385	4		
51295220528197632	4		
51295297774686208	4		
51296229845516288	4		
51299594184818688	4		
51303650345226240	4		
51303999189688320	2a		
51304763547070464	4		
51305773782941696	4		
51309673537732608	4		
51309755246981120	2a		
51310227601113088	4		
51310296924569600	4		
51311894866296832	4		
51317363471167488	4		
51318726510903297	2a		
51318849362067456	0		
51319372119146496	4		
51319501714763777	0		
51319773996388352	0		
51319870494740480	2b		
51319877184651264	0		
51320712165728256	0		
51321906875482112	4		
51322076103061504	4		
51328748938727424	0		
51329082419445761	2a		
51329514600546304	2b		
51330044932538368	4		
51330085336264705	4		
51332470255271937	4		
51335898318647296	4		
51336549085876224	4		
51337453121974272	4		
51337648417161217	4		
51340856480899072	4		
51341624726405121	0		
51341829857226753	2a		
51342927179431936	2a		
51343017101107200	0		
51344876012437504	4		
51345767071354881	2a		
51346807510417408	2a		
51347873597632512	2a		
51352981236498432	2a		
51355392432812032	2b		
51365829593403392	0		
51374608468819968	4		
51382285773176832	4		
51382918303588352	2a		
51384414697041920	4		
51409160524402688	2b		
51410475103162368	2b		
51410698902843392	0		
51430748443525120	4		
51438828002611200	2b		
51439438231912448	2b		
51443767068209152	4		
51450208797736960	2a		
51494820396531712	4		
51509993454845952	2b		
51510106424217601	4		
51572420590575616	4		
51589427092406273	2b		
51623521507475457	4		
51636215967006720	4		
51644649500184576	2b		
51654408974503937	2a		
51663602666586112	0		
51666882016710656	2b		
51670727782445056	0		
51698652611231744	4		
51699385729421312	2a		
51701988064378880	4		
51705965615124480	4		
51714780754489344	4		
51761248261509120	2a		
51788158555262976	4		
51817378094395392	2b		
51951775900631040	4		
51957818940596224	4		
51989628764422144	2b		
51995003886641152	4		
51995036207947777	4		
52019789849305089	4		
52115366175969281	4		
52134040194654208	2a		
52143327499395072	4		
52179803784224768	2a		
52188065610997760	0		
52194082054873088	4		
52197308888125440	2b		
52199316495925248	4		
52199753571778560	4		
52211131594457088	0		
52220673480855554	2b		
52224156367978496	2b		
52230204843769856	4		
52231861015031808	0		
52233533103685632	2a		
52270848584843264	4		
52282618514911232	0		
52322994273521665	2a		
52341195954864128	0		
52349150351728640	0		
52350480084504577	4		
52353890519220224	0		
52358636684582912	2b		
52360180519813120	2a		
52362007646711808	4		
52364004101849088	0		
52364893667598336	4		
52369501911650304	0		
52370198157725696	2b		
52370700228497408	2a		
52373891561177088	4		
52374996512817152	2a		
52375480040554496	2b		
52377874942017536	4		
52381629213179904	2b		
52382711402332160	4		
52383861857984512	2a		
52387970711425024	2b		
52392736241876992	4		
52402122528010240	4		
52408734688874496	4		
52418062619652096	4		
52423253393809409	0		
52423311409414145	0		
52429085770657792	0		
52433159819755520	0		
52434005987049472	4		
52436441556463616	2a		
52438198789472256	2b		
52440155050614784	2b		
52446852221636608	2a		
52449406632464384	2a		
52451033837867008	4		
52452013270777857	2a		
52460591956238336	4		
52460812153004033	2b		
52461218593636352	2b		
52465426654961664	0		
52467714312257536	0		
52467801113374720	4		
52486779630137344	2a		
52490437608480768	2a		
52491135368704000	4		
52493230746501121	2a		
52508247080448000	2a		
52513760971202560	0		
52534922136649730	4		
52537940873719808	2a		
52539977761964032	4		
52541276490432512	2a		
52596404530577408	2b		
52702096520249345	4		
52705722521235457	2b		
52718987049566208	4		
52723415295082496	2a		
52728157018660864	4		
52729937672679424	2b		
52733112110678016	4		
52733291182297089	4		
52736589968834560	4		
52736929216724992	4		
52740455389073409	4		
52748893246586880	4		
52754435549573121	4		
52756176877793280	0		
52760425942622208	4		
52761253860478976	0		
52763755636985856	4		
52769583551098880	4		
52771613875249154	2a		
52783513992298496	0		
52787543606960128	0		
52788268944736256	0		
52797779118010368	4		
52799421943005185	2b		
52801426140827648	2a		
52810919998263296	4		
52813423649632257	4		
52815745347887104	4		
52820192669085696	2a		
52824293582700544	2a		
52825088852107264	2a		
52825292502343680	4		
52832418960392193	2a		
52839440443392001	2a		
52843715739402240	2a		
52849020607016960	2a		
52851175552335872	2b		
52868090635104256	2b		
52890347747028992	4		
52896211795054593	2b		
52905245956775936	0		
52907988893179904	4		
52908021512273920	4		
52916053537341440	2a		
52917191070318592	2b		
52921618812518400	4		
52922409262649344	4		
52925545129852929	2a		
52932233526394880	4		
53058656673075201	0		
53076198154178560	2b		
53076269490900992	2a		
53082523382722561	0		
53086503609438208	4		
53088256069349376	4		
53089615346806784	4		
53089635395579904	4		
53089691108507648	4		
53090664187043840	4		
53091259996311552	4		
53091632534405120	0		
53091699773276160	2a		
53095105799790592	4		
53097771812651010	2a		
53102894316130305	2b		
53107263887511552	4		
53110486371282944	2b		
53110995635286016	4		
53110999762477056	4		
53111538638266368	4		
53112486383202304	4		
53120092036276224	4		
53120674264391680	4		
53120886575861760	2b		
53126167875690496	2a		
53133481299017728	4		
53134079578734592	2a		
53135671430365185	2a		
53139647609569282	4		
53145947668099073	4		
53146333510512640	2a		
53154219720577024	4		
53160997233491968	4		
53162452203999232	2b		
53162926495907840	0		
53166490786078720	0		
53168594623803392	2b		
53173999177445376	2b		
53175852548108288	2a		
53180332345786368	4		
53185070013493249	2a		
53186647713525760	2a		
53194407863791616	4		
53223331725447168	4		
53225207883763712	4		
53234061476507648	2a		
53293136469962753	4		
53357899283566593	2b		
53405098499514368	4		
53476077011599360	2a		
53510867752452096	2a		
53521885249540097	2b		
53522098953531392	0		
53542152080330753	4		
53577339262615553	4		
53588043231264768	4		
53595638226620416	4		
53610333549502464	4		
53618291079516160	4		
53625430745423872	2a		
53659662515568640	2b		
53673585428013056	0		
53714781475061760	2b		
53718807155445760	0		
53719571017895936	0		
53785369883324416	0		
53786300792307712	0		
53786866008338432	0		
53788348388622336	0		
53792719394447361	4		
53797729721262080	4		
53799722216996866	2a		
53802906012499968	4		
53802909594419200	4		
53803623146205184	2a		
53803873047023617	2a		
53804939444633600	4		
53806486798876672	2b		
53807929937231872	2a		
53808030554390528	2a		
53809839809380352	4		
53815777219977217	4		
53817192755634177	4		
53818080475889665	0		
53819967317086208	2b		
53821000151871488	0		
53825983639326720	4		
53826139847798784	0		
53829538341335040	2b		
53831441221554176	0		
53835126513221632	0		
53836149252300800	4		
53842062533070848	0		
53842223321710592	4		
53842921778200576	4		
53845860735393792	2b		
53854509268606976	4		
53854718786674689	4		
53854896583229440	2a		
53854906657939456	4		
53855033355280384	4		
53855369616826368	0		
53857195942612992	4		
53860096509345792	4		
53863802181140480	4		
53866762294411264	0		
53867098606288896	2b		
53867549724639232	4		
53868682627137536	4		
53869921922322433	4		
53873098558156800	4		
53873568131457024	2a		
53874405922717696	4		
53883434191433728	2b		
53885061770125312	2a		
53886011037581312	4		
53888688173744128	4		
53893173625360385	0		
53903648203358208	2a		
53911049207951360	4		
53911408999530497	4		
53914373223223297	2b		
53917317247143936	2a		
53925513902833664	2a		
53927335199649793	4		
53929872522874880	2a		
53937198675935232	2a		
53963256276062209	0		
53970889515081728	2b		
53974038804054016	4		
53978307200434176	2a		
54017672597348352	2a		
54165819067867136	2a		
54181873156501504	4		
54210373305368576	0		
54266755811524608	2a		
54291811434369024	0		
54314594193252352	0		
54342878813634560	4		
54343214177599488	4		
54354423014637569	4		
54391023203401728	4		
54399769354842113	2a		
54402786753916928	2a		
54410340699602944	2b		
54546884831870977	4		
54560204733431809	4		
54572137775767552	4		
54614035894775810	4		
54662708926234626	4		
54725734123577344	4		
54732430212481025	2b		
54778101900652544	4		
54867118746906625	4		
54887317973909504	4		
54889143410499585	4		
54900606384611329	2a		
54906541802921984	4		
54911751686336512	2a		
54912384426446848	4		
54912450969079808	2b		
54913018949148676	4		
54913780441808896	4		
54916550070763521	2b		
54916660540342272	4		
54917241354985472	2a		
54918692986830848	2b		
54919192570372096	4		
54919387584544768	4		
54919591184433152	4		
54919658482053120	4		
54919854322491392	4		
54919919569080320	2b		
54920717644476416	4		
54921601417883648	4		
54923423767478273	0		
54924836841074689	4		
54925690029604864	2b		
54926491930202113	4		
54926528718454784	2a		
54927008538435584	2a		
54927782328811520	4		
54927807020675072	2a		
54930862407553024	4		
54931746487152640	4		
54932509980495872	4		
54933558908825601	2a		
54934337552007168	0		
54934516397113344	4		
54945366197534720	0		
54962859460935680	4		
54970442980659201	0		
54979553252216833	2a		
54980253063454720	4		
54981203626958849	4		
54982205646184448	0		
54984237245415424	4		
54985521440620544	4		
54987301633265664	2a		
54987510069198848	2a		
54993933616418816	2a		
54994712846798848	4		
54995592732090368	4		
54996645791801344	4		
54996861290938368	4		
54998231796555777	2b		
54999811165917184	4		
55001791514943488	2a		
55008252471160832	4		
55021074223607808	2b		
55022277011587072	2a		
55022524236439552	4		
55022877577199616	2b		
55023694963146752	4		
55024608029589504	4		
55030948709924865	4		
55046421929402368	4		
55070743402266625	4		
55071910702223360	4		
55073703238713344	0		
55074756340355072	4		
55106724381736961	2b		
55108150617059329	4		
55110517487960064	2a		
55145194210865152	4		
55157844684709888	4		
55176261449949184	4		
55236089203535872	4		
55252227937419266	4		
55252470313652226	2b		
55262166307180544	2b		
55262283756093443	2b		
55264577260240896	0		
55266414730297344	4		
55266614303666178	2a		
55266616027512832	4		
55266764262617088	0		
55266784042946560	2b		
55267960574574592	2a		
55270243160948736	2a		
55270813364011008	0		
55272037425496064	4		
55272926169137152	4		
55286374462525440	4		
55294868624379904	4		
55312172791775232	4		
55321701373841409	2a		
55328944978800640	2a		
55338299996381185	2b		
55386192891490304	2a		
55391910755438593	2a		
55431267579199488	2a		
55471307445383169	2a		
55471831657889793	2a		
55472401554743296	4		
55472715502596096	2b		
55473205338583040	4		
55491190988087296	4		
55517532261588992	2a		
55517736939433984	2a		
55526841867436032	4		
55603371561861120	4		
55605747228213248	2a		
55605763313385472	4		
55619523402932224	2a		
55624477303767041	4		
55625535245660160	4		
55625925768904704	4		
55635612476243968	2a		
55635701953339392	0		
55640446428381184	2a		
55642560986750976	0		
55643421259472899	4		
55646704128630784	0		
55647671393857537	2a		
55647702742081536	0		
55648400259022848	2b		
55648629741985792	0		
55648813490249728	2b		
55649697557258240	0		
55652160301580288	4		
55654442695008258	2a		
55657090273910784	0		
55658134814982144	2a		
55658624558694401	0		
55659756844617728	0		
55660204251025408	2a		
55660432802840576	4		
55660995888168960	0		
55661314428772352	0		
55663085838544896	0		
55663109540552704	0		
55663752791605248	0		
55663880076144641	0		
55664010539958272	2a		
55664584719212545	0		
55664694698057728	2a		
55664891964567552	0		
55665008394244097	4		
55667597944954880	0		
55668053731573760	2a		
55669661420892161	2a		
55671225732706304	0		
55671607083024385	4		
55671780295196672	0		
55673068298846208	4		
55673524618145793	0		
55675655957921792	2b		
55679500733784064	0		
55684367929970688	2a		
55686972433375232	2a		
55687380996341760	2b		
55687440005992448	2a		
55688064915341312	2b		
55694386633256960	2b		
55695404368539648	2b		
55695615195226112	2a		
55695640516239360	0		
55695641522876416	2a		
55702470877380608	2a		
55702472488001537	4		
55704001173397504	2b		
55707377281929216	2a		
55708244559151104	0		
55714447460794368	0		
55715882755833856	2b		
55715897989529600	0		
55718823776624641	2a		
55725109859721216	2a		
55725625373237248	2b		
55725786350624769	0		
55772061154541568	4		
55780008790208512	4		
55780983840063488	0		
55781814152871936	2a		
55823474249318400	2a		
55833756568788992	0		
55842466984767488	0		
55854032811597825	4		
55943675133431808	0		
55959954577829888	2a		
55961417395875841	0		
55961931856621568	2a		
55973010351460352	4		
55975063702339584	2a		
55977859554091008	4		
55980622325350400	2b		
55982114126049280	2a		
55988153114312704	2a		
55989410596012032	4		
55989768894431232	4		
55992974609350657	0		
55996046064631808	2a		
55997511210504192	2a		
55998342483808256	2b		
56001531723526144	4		
56003146366980096	0		
56046327032852480	2a		
56047296084848640	0		
56048275765215232	2a		
56053042138714113	2a		
56054325646065665	0		
56054510463893504	2b		
56057746239406080	2a		
56070787895013377	4		
56078826479960067	2b		
56081950896697344	2a		
56082458814328832	2a		
56085277634072576	4		
56086601603874817	2b		
56090046499012608	4		
56095514428588032	4		
56114155245146112	2b		
56118643485982720	4		
56122490648408064	2a		
56125015724265472	0		
56127073646948352	4		
56129081028255744	4		
56171737708118017	2b		
56182109320118272	4		
56190712194138112	2a		
56193226595508224	4		
56198875647705088	0		
56199783924248576	0		
56205467281653760	4		
56274108702392320	0		
56277253679611904	2a		
56296062750699520	0		
56336250172489728	0		
56336885932490753	2a		
56339146742050816	4		
56344370160484352	2a		
56345899693117440	2b		
56349223469322240	4		
56350873877622784	4		
56356325923368960	4		
56360176382513152	4		
56360521535991808	0		
56366291161849856	4		
56366300875866112	4		
56367934754398208	4		
56368175104798720	2a		
56368218843000832	2a		
56368834189340673	2b		
56374913791037440	4		
56375214564589568	4		
56377708980076544	4		
56378645366837251	4		
56381385883123713	2b		
56381944992247809	2a		
56382011220303872	4		
56386108262580224	2b		
56404994294939648	4		
56405397711491072	2b		
56405933810647040	2a		
56408176559525888	2b		
56409036194713600	2a		
56410544982335488	2b		
56411104565395456	4		
56413372618514432	4		
56414398943735808	2b		
56420196172300288	4		
56421613809307648	2b		
56423809506476032	4		
56426732189794304	4		
56433819003265024	4		
56435020486803457	4		
56446673513234432	2b		
56452459295555584	2a		
56459906429104128	4		
56471641827459072	4		
56473614215688192	4		
56497182316040192	4		
56498839682686976	0		
56532568291540992	2a		
56553952023543808	2b		
56561195368456192	4		
56561499535179778	4		
56562011131215872	2a		
56562160125489152	2b		
56564071683731456	2a		
56564864264581120	2b		
56635275400577024	2a		
56653731789422592	4		
56693455509929984	4		
56717066308300800	4		
56726719842881536	4		
56758729936343040	2a		
56768739319873537	2a		
56795847773523968	2b		
56855109296070656	4		
56903471470882816	4		
57014283116085248	2b		
57048447169212416	0		
57050427413381120	2a		
57086351308374016	4		
57088581210087425	4		
57089941116686337	4		
57147109052383232	4		
57251810506842112	4		
57253765803294720	4		
57256187040772096	4		
57256187770568704	4		
57258085512773633	2a		
57260925664768000	4		
57261155638460417	4		
57261454910431232	0		
57263085840384000	4		
57263829771501568	2b		
57265769775497216	4		
57268944150597632	4		
57277583255011328	2b		
57309694972268544	4		
57309989169147904	2a		
57320093092286464	4		
57323259007467520	2a		
57323852627312640	4		
57331124480901121	4		
57342298211622912	4		
57342459553918976	4		
57362684538126336	2a		
57367366677442560	2a		
57383643961769984	4		
57402030695776256	4		
57418156075003906	4		
57426725570752513	4		
57428903131742208	4		
57430505267793920	2a		
57431032374378497	4		
57431072849408001	2a		
57432461323407360	4		
57433000677359618	2b		
57435712831762434	2a		
57437677183696896	2b		
57439365940514818	4		
57440847746179072	2a		
57441443752583168	4		
57444645654904832	2b		
57479636627628032	2a		
57493185940819968	4		
57493380900470784	4		
57496939498967041	2a		
57500369919545345	2b		
57516763251879936	2b		
57517074829942784	4		
57517430242676737	0		
57517740445024256	0		
57517794224390144	0		
57517863308754944	2b		
57517882317348865	0		
57518123741483008	0		
57518267811643392	0		
57518612654723072	0		
57518694309441536	2a		
57518711053099008	2a		
57518811888357377	0		
57518882839212032	0		
57519154332307456	2b		
57519182136356864	2b		
57519605912059904	0		
57520180393279488	0		
57520255400022017	0		
57520393333907456	0		
57520702865149952	4		
57520901029236736	2a		
57527250349858816	0		
57527552922763264	0		
57528297403326464	0		
57528581550641152	4		
57528735133478912	4		
57529084963586048	2a		
57531261899640832	2b		
57533442203729920	4		
57533616560934912	2b		
57534560275148800	4		
57535297281470464	2b		
57536214617694208	4		
57536217218170880	4		
57537065562288128	4		
57546279596724224	0		
57550831809081344	2a		
57551328527912960	2b		
57555229088030720	4		
57560433703391232	2a		
57567570043215873	2b		
57571392941600768	0		
57576110195621889	4		
57581533522960384	4		
57587141299023872	4		
57587343594500096	0		
57592958005952512	2a		
57594516537999360	4		
57601621256966146	4		
57602368275103744	2a		
57603144225525760	2a		
57603582295420928	2a		
57603927620861953	2a		
57674828441853952	2b		
57689770159128576	4		
57700953419296768	4		
57719963980529664	4		
57735012296048640	2a		
57736396219236352	2a		
57762146431418368	2a		
57762700616413185	4		
57771111265468416	2a		
57775512470298624	0		
57782819069501442	4		
57792104344207360	2b		
57792355285221376	4		
57794097813012480	4		
57795918308712448	4		
57796772587765760	4		
57797252961411072	0		
57802162880790528	4		
57802930992066560	2b		
57803307162411008	0		
57805081751465984	4		
57807705020170240	2a		
57807969454276608	4		
57808693848313856	2b		
57809782467334144	2b		
57810286815617024	0		
57810584825110528	4		
57810589820522496	2a		
57811979431186433	0		
57812207395811328	2b		
57812940534988803	0		
57813086215733248	2a		
57813119845679104	0		
57815847716134913	4		
57816872434937856	0		
57816873756143616	2a		
57818438143451136	4		
57820205379883009	2a		
57820715377893376	2b		
57821110300966912	0		
57822544480313344	4		
57823717543251968	2b		
57823807024529408	4		
57826018425184257	0		
57826605623554048	2b		
57828979687694336	2b		
57833879968559104	0		
57839901995057152	0		
57840558906945536	4		
57840757494661120	2a		
57852642579320833	0		
57857471334727680	2b		
57858139562835968	4		
57861623330766848	2b		
57867618916372480	4		
57873192177508352	4		
57877518534983680	4		
57879897439342592	2a		
57881902970970112	2b		
57882216214167552	2b		
57889938435358720	4		
57891950325534720	2a		
57894913223819266	4		
57897751043768320	2a		
57897779707645952	4		
57897854043291648	0		
57898749158100992	2a		
57901163399483392	4		
57901527179870208	0		
57910986178445315	0		
57913562894569472	0		
57918773285498880	2a		
57919349226348544	4		
57922139474501632	2b		
57944642502664194	4		
57952029397630976	4		
57952341705506816	4		
57953591683592192	2b		
57960381200601088	2a		
57962654471426048	2a		
57981938077671424	2a		
57989951358382080	4		
58014686679019520	4		
58021953012908032	0		
58079740736700416	4		
58127501439942657	4		
58132329830428673	2a		
58133476674772992	4		
58134447010230272	4		
58134909839081472	4		
58135065363886081	2a		
58136268906835968	2a		
58136346535010304	4		
58138002647556096	2a		
58157924018688001	2a		
58159792929255424	4		
58172029039411200	2b		
58178388199866368	2a		
58178417715195904	4		
58179764594282496	2a		
58179782042591232	4		
58180070094807041	2b		
58180583737671681	2a		
58181473378893824	4		
58182547473039361	0		
58184591642591232	2a		
58185963188404224	0		
58186263169216513	2b		
58186935306432512	4		
58194212524535808	4		
58197344809779201	2b		
58200077931524096	4		
58200888610783233	4		
58203794823069696	2a		
58207412271841280	2a		
58207556136472576	2a		
58208438655791105	4		
58213118848942080	2a		
58224227790237696	0		
58224230034178048	4		
58224233716776960	0		
58224235226734592	2b		
58224237697179648	2b		
58224240662556672	4		
58224961797619712	2a		
58230734376275969	2a		
58239959714365440	4		
58243105723383808	4		
58243172958089216	4		
58243448452546560	2a		
58243699506810880	2b		
58251605979570176	2a		
58253914411241472	0		
58254372479578112	4		
58260358225334273	4		
58269774009999360	4		
58278532765335552	4		
58279054213783552	4		
58281884563681280	4		
58283546523074561	2a		
58291642871988224	4		
58293832118312960	2a		
58297161053511680	4		
58299013845352448	2b		
58308843423277056	2b		
58313776428093440	2a		
58316503837179905	4		
58316652831453185	4		
58321980134408193	4		
58329058525708288	2a		
58351584479952896	4		
58353253787766784	2a		
58358639831953409	4		
58359472896212992	4		
58361362501480449	0		
58368911544029184	4		
58372167120846848	4		
58372604515467264	4		
58377575633915905	4		
58380403538538497	4		
58381121087475712	2b		
58451248210386944	4		
58483628472147968	4		
58489604457771008	4		
58499393975885824	0		
58505244035911680	4		
58507338088316928	4		
58510954505322496	2b		
58515234922565632	4		
58519729433878528	2a		
58523591884550144	2b		
58524187135971328	2a		
58525666286641152	0		
58527338228486144	2a		
58529658001567745	4		
58532032057315329	4		
58532955827605504	4		
58535467959857152	4		
58536847021838336	4		
58537554160521216	4		
58539733256642560	4		
58542644728569856	4		
58542726777536512	2a		
58544925779832832	4		
58549170595823617	2a		
58554319234019328	0		
58554880767434752	0		
58555870384099328	4		
58558672078508033	4		
58562907268587520	2a		
58564777668132864	2a		
58566085531799553	2a		
